Email,Empresa,Website,Industria,Tipo,Descripción,Estado,País,Fuente,Fecha
srodriguez@asecooprole.com,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
dama.salas67@hotmail.com,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
disma_09@hotmail.com,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
carollu@casaphillips.com,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
czarate@belina.co.cr,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
roy.rmc@costarricense.cr,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
administracion@aseaglo.com,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
lfonseca@aeris.cr,,https://es.scribd.com/document/615411987/Asociaciones-Solidarista-CR,,otro,Documento que proporciona un listado de asociaciones solidaristas agrupadas por provincia en Costa R,NEW,CR,google_search,2026-03-22 04:18
patricia.blancopicado@ucr.ac.cr,Universidad de Costa Rica,"https://www.ucr.ac.cr/noticias/2023/11/05/las-organizaciones-que-llevan-en-su-adn-la-solidaridad-social/imprimir.html?empotrar=true&ruta=https%3A%2F%2Fwww.ucr.ac.cr%2Fnoticias%2F2023%2F11%2F05%2Flas-organizaciones-que-llevan-en-su-adn-la-solidaridad-social.html#:~:text=Asimismo%2C%20hay%20alrededor%20de%201,seg%C3%BAn%20informaci%C3%B3n%20del%20Banco%20Central.",educación,gobierno,"Institución de educación superior estatal que publica contenido informativo sobre economía social, c",NEW,CR,google_search,2026-03-22 04:17
laura.rodriguezrodriguez@ucr.ac.cr,Universidad de Costa Rica,"https://www.ucr.ac.cr/noticias/2023/11/05/las-organizaciones-que-llevan-en-su-adn-la-solidaridad-social/imprimir.html?empotrar=true&ruta=https%3A%2F%2Fwww.ucr.ac.cr%2Fnoticias%2F2023%2F11%2F05%2Flas-organizaciones-que-llevan-en-su-adn-la-solidaridad-social.html#:~:text=Asimismo%2C%20hay%20alrededor%20de%201,seg%C3%BAn%20informaci%C3%B3n%20del%20Banco%20Central.",educación,gobierno,"Institución de educación superior estatal que publica contenido informativo sobre economía social, c",NEW,CR,google_search,2026-03-22 04:17
kattia.delgado@mtss.go.cr,Ministerio de Trabajo y Seguridad Social (MTSS),https://www.mtss.go.cr/tramites-servicios/catalogo-tramites/asociaciones_solidaristas.html,gobierno,gobierno,Ministerio de gobierno de Costa Rica responsable de políticas y regulaciones relacionadas con trabaj,NEW,CR,google_search,2026-03-22 04:17
gabriela.sanchez@mtss.go.cr,Ministerio de Trabajo y Seguridad Social (MTSS),https://www.mtss.go.cr/tramites-servicios/catalogo-tramites/asociaciones_solidaristas.html,gobierno,gobierno,Ministerio de gobierno de Costa Rica responsable de políticas y regulaciones relacionadas con trabaj,NEW,CR,google_search,2026-03-22 04:17
info@asenacsa.com,ASENACSA,https://asenacsa.com/,finanzas,solidarista,"ASENACSA es una asociación solidarista que ofrece servicios financieros a sus asociados, incluyendo ",NEW,CR,google_search,2026-03-22 04:17
info@amcham.cr,AmCham (Cámara Costarricense – Norteamericana de Comercio),https://www.amcham.cr/miembros/pg/2/?cn-cat=14&cn-s,otro,otro,Organización de comercio que representa los intereses empresariales costarricenses y norteamericanos,NEW,CR,google_search,2026-03-22 04:16
marcapais@ict.go.cr,Essential Costa Rica,https://www.esencialcostarica.com/contacto/,gobierno,gobierno,"Marca País de Costa Rica que promueve el turismo, negocios, inversión y oportunidades laborales. Ges",NEW,CR,google_search,2026-03-22 04:16
licenciasmarcapais@procomer.com,Essential Costa Rica,https://www.esencialcostarica.com/contacto/,gobierno,gobierno,"Marca País de Costa Rica que promueve el turismo, negocios, inversión y oportunidades laborales. Ges",NEW,CR,google_search,2026-03-22 04:16
info@camaracomerciocartagocr.com,"Cámara de Comercio, Industria, Turismo y Servicios de Cartago",https://camaracomerciocartagocr.com/directorio-industria/,otro,otro,"Organización gremial que agrupa empresas y personas afiliadas en los sectores de Comercio, Industria",NEW,CR,google_search,2026-03-22 04:16
talentohumano@procomer.com,Investment by PROCOMER,https://investincr.com/catalogo-de-proveedores/catalogo/,gobierno,gobierno,Plataforma de inversión que promueve Costa Rica como destino de inversión. Ofrece información sobre ,NEW,CR,google_search,2026-03-22 04:16
clientes.cr@intaco.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
costarica@grupopuma.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@garnier.cr,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@euromaterialescr.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
coordinadorventaempresas3@cr.epa.biz,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@edificaronline.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
costarica@aliaxis-la.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@dicoma.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
ventas@dfac-cr.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
ventas@dfsolucionescr.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@grupoddi.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@construluz.co.cr,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@constructoraicon.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@concrepal.net,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
atencionalcliente@climaideal.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
camara@construccion.co.cr,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
gerencia@aislamart.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@agfcr.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
ventas@adao-cr.com,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
info@accesos.co.cr,Cámara de Constructores de Costa Rica (CCC),https://construccion.co.cr/directorio/,manufactura,otro,Organización gremial que representa a empresas del sector construcción en Costa Rica. Ofrece servici,NEW,CR,google_search,2026-03-22 04:16
asetrabajo@asetrabajo.com,ASETRABAJO,https://www.asetrabajo.com/,solidarista,solidarista,Organización solidarista costarricense que ofrece servicios financieros y de bienestar a sus afiliad,NEW,CR,solidaristas,2026-03-22 04:13
info@solidarismo.or.cr,CONASOL - Movimiento Solidarista Costarricense (MSC),https://conasol.cr/,solidarista,solidarista,Organización que representa más de 400 asociaciones solidaristas con más de 270.000 afiliados en Cos,NEW,CR,solidaristas,2026-03-22 04:13
recepcion@aseimocr.net,Aseimo - Asociación Solidarista Empleados de Monge,https://aseimocr.net/las-asociaciones-solidaristas-en-costa-rica/,solidarista,solidarista,"Asociación solidarista que ofrece servicios financieros a sus afiliados, incluyendo productos de aho",NEW,CR,solidaristas,2026-03-22 04:13
asouna@una.cr,ASOUNA,https://www.asouna.com,solidarista,solidarista,Organización solidarista costarricense que trabaja día a día por sus asociados. Ofrece servicios y b,NEW,CR,solidaristas,2026-03-22 04:13
info@pymes.cr,,https://pymes.cr/listing-category/alimentacion/,,,,NEW,CR,pymes.cr,2026-03-22 04:12
